"Year","Clave","CVE_ENT","Entidad","CVE_MUN","Municipio","CODGEO","Indicador","Ponderador","Valor"
2015,"019","14","Jalisco","094","Tequila","14094","Porcentaje de población en pobreza extrema","40,704","5.62"
2010,"019","14","Jalisco","095","Teuchitlán","14095","Porcentaje de población en pobreza extrema","9,521","5.78"
2015,"019","14","Jalisco","095","Teuchitlán","14095","Porcentaje de población en pobreza extrema","9,750","1.98"
2010,"019","14","Jalisco","096","Tizapán el Alto","14096","Porcentaje de población en pobreza extrema","18,689","10.63"
2015,"019","14","Jalisco","096","Tizapán el Alto","14096","Porcentaje de población en pobreza extrema","15,206","10.98"
2010,"019","14","Jalisco","097","Tlajomulco de Zúñiga","14097","Porcentaje de población en pobreza extrema","404,525","5.76"
2015,"019","14","Jalisco","097","Tlajomulco de Zúñiga","14097","Porcentaje de población en pobreza extrema","603,645","2.07"
2010,"019","14","Jalisco","098","Tlaquepaque","14098","Porcentaje de población en pobreza extrema","637,236","4.30"
2015,"019","14","Jalisco","098","Tlaquepaque","14098","Porcentaje de población en pobreza extrema","683,310","3.27"
2010,"019","14","Jalisco","099","Tolimán","14099","Porcentaje de población en pobreza extrema","9,370","23.72"
2015,"019","14","Jalisco","099","Tolimán","14099","Porcentaje de población en pobreza extrema","11,269","13.00"
2010,"019","14","Jalisco","100","Tomatlán","14100","Porcentaje de población en pobreza extrema","53,316","8.79"
2015,"019","14","Jalisco","100","Tomatlán","14100","Porcentaje de población en pobreza extrema","42,321","6.56"
2010,"019","14","Jalisco","101","Tonalá","14101","Porcentaje de población en pobreza extrema","490,637","6.61"
2015,"019","14","Jalisco","101","Tonalá","14101","Porcentaje de población en pobreza extrema","545,649","3.85"
2010,"019","14","Jalisco","102","Tonaya","14102","Porcentaje de población en pobreza extrema","6,394","4.79"
2015,"019","14","Jalisco","102","Tonaya","14102","Porcentaje de población en pobreza extrema","6,042","2.56"
2010,"019","14","Jalisco","103","Tonila","14103","Porcentaje de población en pobreza extrema","8,470","12.57"
2015,"019","14","Jalisco","103","Tonila","14103","Porcentaje de población en pobreza extrema","8,034","4.76"
2010,"019","14","Jalisco","104","Totatiche","14104","Porcentaje de población en pobreza extrema","5,492","8.40"
2015,"019","14","Jalisco","104","Totatiche","14104","Porcentaje de población en pobreza extrema","4,473","3.79"
2010,"019","14","Jalisco","105","Tototlán","14105","Porcentaje de población en pobreza extrema","24,394","9.40"
2015,"019","14","Jalisco","105","Tototlán","14105","Porcentaje de población en pobreza extrema","20,677","3.09"
2010,"019","14","Jalisco","106","Tuxcacuesco","14106","Porcentaje de población en pobreza extrema","4,210","17.89"
2015,"019","14","Jalisco","106","Tuxcacuesco","14106","Porcentaje de población en pobreza extrema","4,291","4.52"
2010,"019","14","Jalisco","107","Tuxcueca","14107","Porcentaje de población en pobreza extrema","6,506","14.08"
2015,"019","14","Jalisco","107","Tuxcueca","14107","Porcentaje de población en pobreza extrema","6,246","7.32"
2010,"019","14","Jalisco","108","Tuxpan","14108","Porcentaje de población en pobreza extrema","34,458","9.30"
2015,"019","14","Jalisco","108","Tuxpan","14108","Porcentaje de población en pobreza extrema","33,945","5.13"
2010,"019","14","Jalisco","109","Unión de San Antonio","14109","Porcentaje de población en pobreza extrema","18,557","7.08"
2015,"019","14","Jalisco","109","Unión de San Antonio","14109","Porcentaje de población en pobreza extrema","20,266","3.32"
2010,"019","14","Jalisco","110","Unión de Tula","14110","Porcentaje de población en pobreza extrema","14,500","5.39"
2015,"019","14","Jalisco","110","Unión de Tula","14110","Porcentaje de población en pobreza extrema","9,727","6.27"
2010,"019","14","Jalisco","111","Valle de Guadalupe","14111","Porcentaje de población en pobreza extrema","6,138","4.73"
2015,"019","14","Jalisco","111","Valle de Guadalupe","14111","Porcentaje de población en pobreza extrema","7,020","2.01"
2010,"019","14","Jalisco","112","Valle de Juárez","14112","Porcentaje de población en pobreza extrema","6,278","9.02"
2015,"019","14","Jalisco","112","Valle de Juárez","14112","Porcentaje de población en pobreza extrema","5,468","6.71"
2010,"019","14","Jalisco","114","Villa Corona","14114","Porcentaje de población en pobreza extrema","16,189","4.56"
2015,"019","14","Jalisco","114","Villa Corona","14114","Porcentaje de población en pobreza extrema","15,418","3.74"
2010,"019","14","Jalisco","115","Villa Guerrero","14115","Porcentaje de población en pobreza extrema","5,622","22.02"
2015,"019","14","Jalisco","115","Villa Guerrero","14115","Porcentaje de población en pobreza extrema","5,496","12.26"
2010,"019","14","Jalisco","116","Villa Hidalgo","14116","Porcentaje de población en pobreza extrema","16,393","6.66"
2015,"019","14","Jalisco","116","Villa Hidalgo","14116","Porcentaje de población en pobreza extrema","16,336","3.96"
2010,"019","14","Jalisco","068","Villa Purificación","14068","Porcentaje de población en pobreza extrema","13,635","13.02"
2015,"019","14","Jalisco","068","Villa Purificación","14068","Porcentaje de población en pobreza extrema","10,593","8.62"
2010,"019","14","Jalisco","118","Yahualica de González Gallo","14118","Porcentaje de población en pobreza extrema","28,822","8.58"
2015,"019","14","Jalisco","118","Yahualica de González Gallo","14118","Porcentaje de población en pobreza extrema","20,547","3.98"
2010,"019","14","Jalisco","119","Zacoalco de Torres","14119","Porcentaje de población en pobreza extrema","28,804","10.10"
2015,"019","14","Jalisco","119","Zacoalco de Torres","14119","Porcentaje de población en pobreza extrema","23,314","7.64"
2010,"019","14","Jalisco","120","Zapopan","14120","Porcentaje de población en pobreza extrema","1,262,203","2.86"
2015,"019","14","Jalisco","120","Zapopan","14120","Porcentaje de población en pobreza extrema","1,363,433","1.94"
2010,"019","14","Jalisco","121","Zapotiltic","14121","Porcentaje de población en pobreza extrema","27,978","5.04"
2015,"019","14","Jalisco","121","Zapotiltic","14121","Porcentaje de población en pobreza extrema","27,859","3.23"
2010,"019","14","Jalisco","122","Zapotitlán de Vadillo","14122","Porcentaje de población en pobreza extrema","7,168","27.74"
2015,"019","14","Jalisco","122","Zapotitlán de Vadillo","14122","Porcentaje de población en pobreza extrema","7,119","20.38"
2010,"019","14","Jalisco","124","Zapotlanejo","14124","Porcentaje de población en pobreza extrema","64,703","8.68"
2015,"019","14","Jalisco","124","Zapotlanejo","14124","Porcentaje de población en pobreza extrema","69,216","4.20"
2010,"019","14","Jalisco","123","Zapotlán del Rey","14123","Porcentaje de población en pobreza extrema","18,939","6.79"
2015,"019","14","Jalisco","123","Zapotlán del Rey","14123","Porcentaje de población en pobreza extrema","18,200","5.35"
2010,"019","14","Jalisco","023","Zapotlán el Grande","14023","Porcentaje de población en pobreza extrema","95,396","3.26"
2015,"019","14","Jalisco","023","Zapotlán el Grande","14023","Porcentaje de población en pobreza extrema","101,942","1.80"
2010,"019","16","Michoacán","001","Acuitzio","16001","Porcentaje de población en pobreza extrema","9,802","26.05"
2015,"019","16","Michoacán","001","Acuitzio","16001","Porcentaje de población en pobreza extrema","10,784","19.08"
2010,"019","16","Michoacán","002","Aguililla","16002","Porcentaje de población en pobreza extrema","17,124","14.16"
2015,"019","16","Michoacán","002","Aguililla","16002","Porcentaje de población en pobreza extrema","13,833","16.62"
2010,"019","16","Michoacán","004","Angamacutiro","16004","Porcentaje de población en pobreza extrema","12,597","15.40"
2015,"019","16","Michoacán","004","Angamacutiro","16004","Porcentaje de población en pobreza extrema","13,776","16.05"
2010,"019","16","Michoacán","005","Angangueo","16005","Porcentaje de población en pobreza extrema","13,013","17.70"
2015,"019","16","Michoacán","005","Angangueo","16005","Porcentaje de población en pobreza extrema","10,172","16.87"
2010,"019","16","Michoacán","006","Apatzingán","16006","Porcentaje de población en pobreza extrema","132,266","10.66"
2015,"019","16","Michoacán","006","Apatzingán","16006","Porcentaje de población en pobreza extrema","137,714","10.24"
2010,"019","16","Michoacán","007","Aporo","16007","Porcentaje de población en pobreza extrema","3,108","20.12"
2015,"019","16","Michoacán","007","Aporo","16007","Porcentaje de población en pobreza extrema","3,234","16.36"
2010,"019","16","Michoacán","008","Aquila","16008","Porcentaje de población en pobreza extrema","18,855","33.54"
2015,"019","16","Michoacán","008","Aquila","16008","Porcentaje de población en pobreza extrema","23,161","29.19"
2010,"019","16","Michoacán","009","Ario","16009","Porcentaje de población en pobreza extrema","35,707","13.60"
2015,"019","16","Michoacán","009","Ario","16009","Porcentaje de población en pobreza extrema","40,726","11.44"
2010,"019","16","Michoacán","010","Arteaga","16010","Porcentaje de población en pobreza extrema","21,805","29.07"
2015,"019","16","Michoacán","010","Arteaga","16010","Porcentaje de población en pobreza extrema","20,469","12.41"
2010,"019","16","Michoacán","011","Briseñas","16011","Porcentaje de población en pobreza extrema","11,805","8.43"
2015,"019","16","Michoacán","011","Briseñas","16011","Porcentaje de población en pobreza extrema","10,602","7.48"
2010,"019","16","Michoacán","012","Buenavista","16012","Porcentaje de población en pobreza extrema","47,050","9.71"
2015,"019","16","Michoacán","012","Buenavista","16012","Porcentaje de población en pobreza extrema","58,506","9.65"
2010,"019","16","Michoacán","013","Carácuaro","16013","Porcentaje de población en pobreza extrema","8,919","38.37"
2015,"019","16","Michoacán","013","Carácuaro","16013","Porcentaje de población en pobreza extrema","9,531","34.60"
2010,"019","16","Michoacán","021","Charapan","16021","Porcentaje de población en pobreza extrema","11,409","30.28"
2015,"019","16","Michoacán","021","Charapan","16021","Porcentaje de población en pobreza extrema","11,005","33.34"
2010,"019","16","Michoacán","022","Charo","16022","Porcentaje de población en pobreza extrema","21,793","6.95"
2015,"019","16","Michoacán","022","Charo","16022","Porcentaje de población en pobreza extrema","23,564","8.58"
2010,"019","16","Michoacán","023","Chavinda","16023","Porcentaje de población en pobreza extrema","9,376","13.44"
2015,"019","16","Michoacán","023","Chavinda","16023","Porcentaje de población en pobreza extrema","10,588","9.49"
2010,"019","16","Michoacán","024","Cherán","16024","Porcentaje de población en pobreza extrema","16,374","30.82"
2015,"019","16","Michoacán","024","Cherán","16024","Porcentaje de población en pobreza extrema","16,207","35.00"
2010,"019","16","Michoacán","025","Chilchota","16025","Porcentaje de población en pobreza extrema","36,218","25.30"
2015,"019","16","Michoacán","025","Chilchota","16025","Porcentaje de población en pobreza extrema","33,328","32.92"
2010,"019","16","Michoacán","026","Chinicuila","16026","Porcentaje de población en pobreza extrema","6,080","35.11"
2015,"019","16","Michoacán","026","Chinicuila","16026","Porcentaje de población en pobreza extrema","5,056","19.77"
2010,"019","16","Michoacán","027","Chucándiro","16027","Porcentaje de población en pobreza extrema","4,607","12.51"
2015,"019","16","Michoacán","027","Chucándiro","16027","Porcentaje de población en pobreza extrema","4,583","17.88"
2010,"019","16","Michoacán","028","Churintzio","16028","Porcentaje de población en pobreza extrema","4,592","11.17"
2015,"019","16","Michoacán","028","Churintzio","16028","Porcentaje de población en pobreza extrema","5,042","9.29"
2010,"019","16","Michoacán","029","Churumuco","16029","Porcentaje de población en pobreza extrema","13,560","22.59"
2015,"019","16","Michoacán","029","Churumuco","16029","Porcentaje de población en pobreza extrema","15,374","26.51"
2010,"019","16","Michoacán","014","Coahuayana","16014","Porcentaje de población en pobreza extrema","16,829","11.32"
2015,"019","16","Michoacán","014","Coahuayana","16014","Porcentaje de población en pobreza extrema","16,179","7.25"
2010,"019","16","Michoacán","015","Coalcomán de Vázquez Pallares","16015","Porcentaje de población en pobreza extrema","16,960","21.38"
2015,"019","16","Michoacán","015","Coalcomán de Vázquez Pallares","16015","Porcentaje de población en pobreza extrema","18,010","12.36"
2010,"019","16","Michoacán","016","Coeneo","16016","Porcentaje de población en pobreza extrema","15,357","24.48"
2015,"019","16","Michoacán","016","Coeneo","16016","Porcentaje de población en pobreza extrema","16,604","24.18"
2010,"019","16","Michoacán","074","Cojumatlán de Régules","16074","Porcentaje de población en pobreza extrema","10,642","13.84"
2015,"019","16","Michoacán","074","Cojumatlán de Régules","16074","Porcentaje de población en pobreza extrema","10,371","13.24"
2010,"019","16","Michoacán","017","Contepec","16017","Porcentaje de población en pobreza extrema","34,631","16.93"
2015,"019","16","Michoacán","017","Contepec","16017","Porcentaje de población en pobreza extrema","33,416","15.58"
2010,"019","16","Michoacán","018","Copándaro","16018","Porcentaje de población en pobreza extrema","9,428","17.53"
2015,"019","16","Michoacán","018","Copándaro","16018","Porcentaje de población en pobreza extrema","9,198","11.40"
2010,"019","16","Michoacán","019","Cotija","16019","Porcentaje de población en pobreza extrema","20,156","12.05"
2015,"019","16","Michoacán","019","Cotija","16019","Porcentaje de población en pobreza extrema","18,924","8.96"
2010,"019","16","Michoacán","020","Cuitzeo","16020","Porcentaje de población en pobreza extrema","24,732","22.86"
2015,"019","16","Michoacán","020","Cuitzeo","16020","Porcentaje de población en pobreza extrema","26,180","19.03"
2010,"019","16","Michoacán","030","Ecuandureo","16030","Porcentaje de población en pobreza extrema","11,547","12.89"
2015,"019","16","Michoacán","030","Ecuandureo","16030","Porcentaje de población en pobreza extrema","11,950","9.31"
2010,"019","16","Michoacán","031","Epitacio Huerta","16031","Porcentaje de población en pobreza extrema","17,875","18.05"
2015,"019","16","Michoacán","031","Epitacio Huerta","16031","Porcentaje de población en pobreza extrema","16,272","16.29"
2010,"019","16","Michoacán","032","Erongarícuaro","16032","Porcentaje de población en pobreza extrema","14,037","24.13"
2015,"019","16","Michoacán","032","Erongarícuaro","16032","Porcentaje de población en pobreza extrema","14,687","17.68"
2010,"019","16","Michoacán","033","Gabriel Zamora","16033","Porcentaje de población en pobreza extrema","20,709","14.16"
2015,"019","16","Michoacán","033","Gabriel Zamora","16033","Porcentaje de población en pobreza extrema","24,414","11.50"
2010,"019","16","Michoacán","034","Hidalgo","16034","Porcentaje de población en pobreza extrema","124,220","15.42"
2015,"019","16","Michoacán","034","Hidalgo","16034","Porcentaje de población en pobreza extrema","112,730","18.69"
2010,"019","16","Michoacán","036","Huandacareo","16036","Porcentaje de población en pobreza extrema","12,128","8.67"
2015,"019","16","Michoacán","036","Huandacareo","16036","Porcentaje de población en pobreza extrema","11,507","9.12"
2010,"019","16","Michoacán","037","Huaniqueo","16037","Porcentaje de población en pobreza extrema","7,515","29.00"
2015,"019","16","Michoacán","037","Huaniqueo","16037","Porcentaje de población en pobreza extrema","8,135","19.61"
2010,"019","16","Michoacán","038","Huetamo","16038","Porcentaje de población en pobreza extrema","42,036","25.30"
2015,"019","16","Michoacán","038","Huetamo","16038","Porcentaje de población en pobreza extrema","42,807","17.66"
2010,"019","16","Michoacán","039","Huiramba","16039","Porcentaje de población en pobreza extrema","7,898","16.58"
2015,"019","16","Michoacán","039","Huiramba","16039","Porcentaje de población en pobreza extrema","8,882","12.42"
2010,"019","16","Michoacán","040","Indaparapeo","16040","Porcentaje de población en pobreza extrema","16,779","14.88"
2015,"019","16","Michoacán","040","Indaparapeo","16040","Porcentaje de población en pobreza extrema","16,751","19.23"
2010,"019","16","Michoacán","041","Irimbo","16041","Porcentaje de población en pobreza extrema","14,062","13.95"
2015,"019","16","Michoacán","041","Irimbo","16041","Porcentaje de población en pobreza extrema","14,374","15.95"
2010,"019","16","Michoacán","042","Ixtlán","16042","Porcentaje de población en pobreza extrema","13,990","7.33"
2015,"019","16","Michoacán","042","Ixtlán","16042","Porcentaje de población en pobreza extrema","13,638","11.45"
2010,"019","16","Michoacán","043","Jacona","16043","Porcentaje de población en pobreza extrema","65,471","10.60"
2015,"019","16","Michoacán","043","Jacona","16043","Porcentaje de población en pobreza extrema","72,870","5.92"
2010,"019","16","Michoacán","044","Jiménez","16044","Porcentaje de población en pobreza extrema","12,176","14.84"
2015,"019","16","Michoacán","044","Jiménez","16044","Porcentaje de población en pobreza extrema","11,938","14.77"
2010,"019","16","Michoacán","045","Jiquilpan","16045","Porcentaje de población en pobreza extrema","38,482","6.62"
2015,"019","16","Michoacán","045","Jiquilpan","16045","Porcentaje de población en pobreza extrema","33,079","7.16"
2010,"019","16","Michoacán","113","José Sixto Verduzco","16113","Porcentaje de población en pobreza extrema","24,042","12.34"
2015,"019","16","Michoacán","113","José Sixto Verduzco","16113","Porcentaje de población en pobreza extrema","22,706","12.55"
2010,"019","16","Michoacán","047","Jungapeo","16047","Porcentaje de población en pobreza extrema","23,729","16.91"
2015,"019","16","Michoacán","047","Jungapeo","16047","Porcentaje de población en pobreza extrema","26,594","15.25"
2010,"019","16","Michoacán","046","Juárez","16046","Porcentaje de población en pobreza extrema","14,337","21.46"
2015,"019","16","Michoacán","046","Juárez","16046","Porcentaje de población en pobreza extrema","15,351","12.87"
2010,"019","16","Michoacán","035","La Huacana","16035","Porcentaje de población en pobreza extrema","30,938","29.02"
2015,"019","16","Michoacán","035","La Huacana","16035","Porcentaje de población en pobreza extrema","35,477","18.43"
2010,"019","16","Michoacán","069","La Piedad","16069","Porcentaje de población en pobreza extrema","105,167","5.33"
2015,"019","16","Michoacán","069","La Piedad","16069","Porcentaje de población en pobreza extrema","103,296","4.77"
2010,"019","16","Michoacán","048","Lagunillas","16048","Porcentaje de población en pobreza extrema","6,950","8.43"
2015,"019","16","Michoacán","048","Lagunillas","16048","Porcentaje de población en pobreza extrema","5,597","10.92"
2010,"019","16","Michoacán","075","Los Reyes","16075","Porcentaje de población en pobreza extrema","73,207","14.20"
2015,"019","16","Michoacán","075","Los Reyes","16075","Porcentaje de población en pobreza extrema","79,491","9.30"
2010,"019","16","Michoacán","052","Lázaro Cárdenas","16052","Porcentaje de población en pobreza extrema","182,692","5.65"
2015,"019","16","Michoacán","052","Lázaro Cárdenas","16052","Porcentaje de población en pobreza extrema","190,313","5.09"
2010,"019","16","Michoacán","049","Madero","16049","Porcentaje de población en pobreza extrema","16,946","32.81"
2015,"019","16","Michoacán","049","Madero","16049","Porcentaje de población en pobreza extrema","16,098","25.00"
2010,"019","16","Michoacán","050","Maravatío","16050","Porcentaje de población en pobreza extrema","82,245","23.23"
2015,"019","16","Michoacán","050","Maravatío","16050","Porcentaje de población en pobreza extrema","93,327","17.55"
2010,"019","16","Michoacán","051","Marcos Castellanos","16051","Porcentaje de población en pobreza extrema","14,966","4.61"
2015,"019","16","Michoacán","051","Marcos Castellanos","16051","Porcentaje de población en pobreza extrema","14,856","4.87"
2010,"019","16","Michoacán","053","Morelia","16053","Porcentaje de población en pobreza extrema","706,196","6.84"
2015,"019","16","Michoacán","053","Morelia","16053","Porcentaje de población en pobreza extrema","775,246","5.85"
2010,"019","16","Michoacán","054","Morelos","16054","Porcentaje de población en pobreza extrema","7,728","17.58"
2015,"019","16","Michoacán","054","Morelos","16054","Porcentaje de población en pobreza extrema","7,845","20.79"
2010,"019","16","Michoacán","055","Múgica","16055","Porcentaje de población en pobreza extrema","54,553","17.54"
2015,"019","16","Michoacán","055","Múgica","16055","Porcentaje de población en pobreza extrema","51,130","11.61"
2010,"019","16","Michoacán","056","Nahuatzen","16056","Porcentaje de población en pobreza extrema","23,398","38.13"
2015,"019","16","Michoacán","056","Nahuatzen","16056","Porcentaje de población en pobreza extrema","24,935","43.98"
2010,"019","16","Michoacán","057","Nocupétaro","16057","Porcentaje de población en pobreza extrema","9,136","46.24"
2015,"019","16","Michoacán","057","Nocupétaro","16057","Porcentaje de población en pobreza extrema","8,235","33.17"
2010,"019","16","Michoacán","058","Nuevo Parangaricutiro","16058","Porcentaje de población en pobreza extrema","20,497","13.58"
2015,"019","16","Michoacán","058","Nuevo Parangaricutiro","16058","Porcentaje de población en pobreza extrema","21,267","9.40"
2010,"019","16","Michoacán","059","Nuevo Urecho","16059","Porcentaje de población en pobreza extrema","9,138","13.11"
2015,"019","16","Michoacán","059","Nuevo Urecho","16059","Porcentaje de población en pobreza extrema","8,030","12.89"
2010,"019","16","Michoacán","060","Numarán","16060","Porcentaje de población en pobreza extrema","9,892","12.00"
2015,"019","16","Michoacán","060","Numarán","16060","Porcentaje de población en pobreza extrema","9,845","12.25"
2010,"019","16","Michoacán","061","Ocampo","16061","Porcentaje de población en pobreza extrema","22,766","30.66"
2015,"019","16","Michoacán","061","Ocampo","16061","Porcentaje de población en pobreza extrema","23,128","26.20"
2010,"019","16","Michoacán","062","Pajacuarán","16062","Porcentaje de población en pobreza extrema","20,133","14.89"
2015,"019","16","Michoacán","062","Pajacuarán","16062","Porcentaje de población en pobreza extrema","17,657","16.25"
2010,"019","16","Michoacán","063","Panindícuaro","16063","Porcentaje de población en pobreza extrema","11,684","29.78"
2015,"019","16","Michoacán","063","Panindícuaro","16063","Porcentaje de población en pobreza extrema","14,431","16.74"
2010,"019","16","Michoacán","065","Paracho","16065","Porcentaje de población en pobreza extrema","31,051","28.30"
2015,"019","16","Michoacán","065","Paracho","16065","Porcentaje de población en pobreza extrema","38,948","25.59"
2010,"019","16","Michoacán","064","Parácuaro","16064","Porcentaje de población en pobreza extrema","24,954","24.52"
2015,"019","16","Michoacán","064","Parácuaro","16064","Porcentaje de población en pobreza extrema","31,596","17.17"
2010,"019","16","Michoacán","067","Penjamillo","16067","Porcentaje de población en pobreza extrema","13,253","19.64"
2015,"019","16","Michoacán","067","Penjamillo","16067","Porcentaje de población en pobreza extrema","17,188","16.50"
2010,"019","16","Michoacán","068","Peribán","16068","Porcentaje de población en pobreza extrema","26,508","9.62"
2015,"019","16","Michoacán","068","Peribán","16068","Porcentaje de población en pobreza extrema","32,924","5.48"
2010,"019","16","Michoacán","071","Puruándiro","16071","Porcentaje de población en pobreza extrema","67,418","16.63"
2015,"019","16","Michoacán","071","Puruándiro","16071","Porcentaje de población en pobreza extrema","62,230","16.82"
2010,"019","16","Michoacán","070","Purépero","16070","Porcentaje de población en pobreza extrema","15,386","7.41"
2015,"019","16","Michoacán","070","Purépero","16070","Porcentaje de población en pobreza extrema","14,611","6.36"
2010,"019","16","Michoacán","066","Pátzcuaro","16066","Porcentaje de población en pobreza extrema","91,308","16.77"
2015,"019","16","Michoacán","066","Pátzcuaro","16066","Porcentaje de población en pobreza extrema","86,166","16.14"
2010,"019","16","Michoacán","072","Queréndaro","16072","Porcentaje de población en pobreza extrema","12,898","18.97"
2015,"019","16","Michoacán","072","Queréndaro","16072","Porcentaje de población en pobreza extrema","12,370","15.36"
2010,"019","16","Michoacán","073","Quiroga","16073","Porcentaje de población en pobreza extrema","22,552","18.03"
2015,"019","16","Michoacán","073","Quiroga","16073","Porcentaje de población en pobreza extrema","23,831","19.54"
2010,"019","16","Michoacán","076","Sahuayo","16076","Porcentaje de población en pobreza extrema","83,002","6.26"
2015,"019","16","Michoacán","076","Sahuayo","16076","Porcentaje de población en pobreza extrema","77,507","6.54"
2010,"019","16","Michoacán","079","Salvador Escalante","16079","Porcentaje de población en pobreza extrema","44,388","19.48"
2015,"019","16","Michoacán","079","Salvador Escalante","16079","Porcentaje de población en pobreza extrema","48,199","26.95"
2010,"019","16","Michoacán","077","San Lucas","16077","Porcentaje de población en pobreza extrema","19,539","27.09"
2015,"019","16","Michoacán","077","San Lucas","16077","Porcentaje de población en pobreza extrema","16,465","23.49"
2010,"019","16","Michoacán","078","Santa Ana Maya","16078","Porcentaje de población en pobreza extrema","10,620","23.19"
2015,"019","16","Michoacán","078","Santa Ana Maya","16078","Porcentaje de población en pobreza extrema","10,798","15.45"
2010,"019","16","Michoacán","080","Senguio","16080","Porcentaje de población en pobreza extrema","18,370","24.93"
2015,"019","16","Michoacán","080","Senguio","16080","Porcentaje de población en pobreza extrema","20,510","16.88"
2010,"019","16","Michoacán","081","Susupuato","16081","Porcentaje de población en pobreza extrema","7,642","44.07"
2015,"019","16","Michoacán","081","Susupuato","16081","Porcentaje de población en pobreza extrema","8,848","32.19"
2010,"019","16","Michoacán","082","Tacámbaro","16082","Porcentaje de población en pobreza extrema","81,447","12.72"
2015,"019","16","Michoacán","082","Tacámbaro","16082","Porcentaje de población en pobreza extrema","81,499","9.84"
2010,"019","16","Michoacán","083","Tancítaro","16083","Porcentaje de población en pobreza extrema","34,273","15.27"
2015,"019","16","Michoacán","083","Tancítaro","16083","Porcentaje de población en pobreza extrema","36,027","12.90"
2010,"019","16","Michoacán","084","Tangamandapio","16084","Porcentaje de población en pobreza extrema","27,650","19.25"
2015,"019","16","Michoacán","084","Tangamandapio","16084","Porcentaje de población en pobreza extrema","26,969","17.50"
2010,"019","16","Michoacán","085","Tangancícuaro","16085","Porcentaje de población en pobreza extrema","37,657","12.73"
2015,"019","16","Michoacán","085","Tangancícuaro","16085","Porcentaje de población en pobreza extrema","36,831","11.89"
2010,"019","16","Michoacán","086","Tanhuato","16086","Porcentaje de población en pobreza extrema","13,847","12.92"
2015,"019","16","Michoacán","086","Tanhuato","16086","Porcentaje de población en pobreza extrema","15,617","7.39"
2010,"019","16","Michoacán","087","Taretan","16087","Porcentaje de población en pobreza extrema","14,998","6.97"
2015,"019","16","Michoacán","087","Taretan","16087","Porcentaje de población en pobreza extrema","17,190","5.48"
2010,"019","16","Michoacán","088","Tarímbaro","16088","Porcentaje de población en pobreza extrema","77,704","4.00"
2015,"019","16","Michoacán","088","Tarímbaro","16088","Porcentaje de población en pobreza extrema","104,897","7.15"
2010,"019","16","Michoacán","089","Tepalcatepec","16089","Porcentaje de población en pobreza extrema","27,612","14.42"
2015,"019","16","Michoacán","089","Tepalcatepec","16089","Porcentaje de población en pobreza extrema","26,987","9.04"
2010,"019","16","Michoacán","090","Tingambato","16090","Porcentaje de población en pobreza extrema","12,678","24.69"
2015,"019","16","Michoacán","090","Tingambato","16090","Porcentaje de población en pobreza extrema","14,283","21.18"
2010,"019","16","Michoacán","091","Tingüindín","16091","Porcentaje de población en pobreza extrema","12,979","9.33"
2015,"019","16","Michoacán","091","Tingüindín","16091","Porcentaje de población en pobreza extrema","15,208","8.26"
2010,"019","16","Michoacán","092","Tiquicheo de Nicolás Romero","16092","Porcentaje de población en pobreza extrema","12,051","38.28"
2015,"019","16","Michoacán","092","Tiquicheo de Nicolás Romero","16092","Porcentaje de población en pobreza extrema","13,191","32.58"
2010,"019","16","Michoacán","093","Tlalpujahua","16093","Porcentaje de población en pobreza extrema","34,700","11.41"
2015,"019","16","Michoacán","093","Tlalpujahua","16093","Porcentaje de población en pobreza extrema","29,458","17.05"
2010,"019","16","Michoacán","094","Tlazazalca","16094","Porcentaje de población en pobreza extrema","7,287","19.38"
2015,"019","16","Michoacán","094","Tlazazalca","16094","Porcentaje de población en pobreza extrema","6,229","16.42"
2010,"019","16","Michoacán","095","Tocumbo","16095","Porcentaje de población en pobreza extrema","12,723","6.79"
2015,"019","16","Michoacán","095","Tocumbo","16095","Porcentaje de población en pobreza extrema","11,913","6.71"
2010,"019","16","Michoacán","096","Tumbiscatío","16096","Porcentaje de población en pobreza extrema","8,006","26.48"
2015,"019","16","Michoacán","096","Tumbiscatío","16096","Porcentaje de población en pobreza extrema","6,983","29.58"
2010,"019","16","Michoacán","097","Turicato","16097","Porcentaje de población en pobreza extrema","30,380","26.65"
2015,"019","16","Michoacán","097","Turicato","16097","Porcentaje de población en pobreza extrema","27,814","21.83"
2010,"019","16","Michoacán","098","Tuxpan","16098","Porcentaje de población en pobreza extrema","26,013","18.04"
2015,"019","16","Michoacán","098","Tuxpan","16098","Porcentaje de población en pobreza extrema","28,936","14.45"
2010,"019","16","Michoacán","099","Tuzantla","16099","Porcentaje de población en pobreza extrema","13,881","38.21"
2015,"019","16","Michoacán","099","Tuzantla","16099","Porcentaje de población en pobreza extrema","13,651","28.72"
2010,"019","16","Michoacán","100","Tzintzuntzan","16100","Porcentaje de población en pobreza extrema","14,204","21.87"
2015,"019","16","Michoacán","100","Tzintzuntzan","16100","Porcentaje de población en pobreza extrema","14,875","17.70"
2010,"019","16","Michoacán","101","Tzitzio","16101","Porcentaje de población en pobreza extrema","9,811","39.94"
2015,"019","16","Michoacán","101","Tzitzio","16101","Porcentaje de población en pobreza extrema","9,011","40.63"
2010,"019","16","Michoacán","102","Uruapan","16102","Porcentaje de población en pobreza extrema","337,554","11.26"
2015,"019","16","Michoacán","102","Uruapan","16102","Porcentaje de población en pobreza extrema","346,073","8.51"
